Date,Week No,Year,Site,Date_TAG,event_type,ent,tet_ent,tyl_ent,ecoli,Precip,Precip-1,Temp,Temp-1,TSS,DRP,TP,TN,Avg_Flow
21/08/2018,34,2018,S11,S11-34-2018,base,2100,26,6,1000,1.66,0.41,64.8,72.3,,,,,
28/08/2018,35,2018,S11,S11-35-2018,base,450,5,1,130,0.02,1.66,78.6,64.8,250,0.002,1.645,16.057,0.0112
06/09/2018,36,2018,S11,S11-36-2018,base,910,16,2,194,0.03,0.02,63,78.6,,,,,
11/09/2018,37,2018,S11,S11-37-2018,base,160,4,1,108,0,0.03,66.3,63,513,0.006,0.959,28.127,0.055877778
26/09/2018,39,2018,S11,S11-39-2018,base,86,3,0,57,0.45,0,51.6,66.3,15.2,0.001,0.039,19.07,0.0188
02/10/2018,40,2018,S11,S11-40-2018,base,618,22,2,138,0.4,0.45,49.9,51.6,,,,,
11/10/2018,41,2018,S11,S11-41-2018,base,280,6,1,70,0.01,0.4,39.5,49.9,79.66666667,0.002,0.198,25.929,0.0531
16/10/2018,42,2018,S11,S11-42-2018,base,32,3,0,68,0,0.01,37.9,39.5,,,,,
23/10/2018,43,2018,S11,S11-43-2018,base,20,0,0,36,0,0,48,37.9,122,0.001,0.073,25.234,0.063282143
30/10/2018,44,2018,S11,S11-44-2018,base,10,0,0,19,0,0,49.4,48,27,0.001,0.044,22.982,0.0089
06/11/2018,45,2018,S11,S11-45-2018,base,147,4,0,11,0.31,0,40.1,49.4,,,,,
14/11/2018,46,2018,S11,S11-46-2018,base,10,1,0,7,0,0.31,21.2,40.1,137.6666667,0.018,0.077,21.731,0.01248
19/11/2018,47,2018,S11,S11-47-2018,base,7,0,0,10,0,0,20.6,21.2,,,,,
27/11/2018,48,2018,S11,S11-48-2018,base,5,1,1,33,0,0,14.7,20.6,,,,,
17/05/2017,20,2017,T12,T12-20-2017,base,80,,3,,1.43,0,72.3,14.7,186,0.001,0.203,18.415,0.009906593
31/05/2017,22,2017,T12,T12-22-2017,base,10,0,0,4,0,1.43,58.9,72.3,185,0.014,0.102,20.647,0.072993091
14/06/2017,24,2017,T12,T12-24-2017,base,146,10,4.67,91,0.27,0,76.6,58.9,1,0.006,0.012,12.611,0.071621014
29/06/2017,26,2017,T12,T12-26-2017,base,80,0.67,0,18,0.07,0.27,74.8,76.6,17,0.017,0.024,10.174,0.00345
12/07/2017,28,2017,T12,T12-28-2017,base,36,1.33,0,2,0.01,0.07,79,74.8,2.666666667,0.013,0.017,11.174,0.002333333
28/07/2017,30,2017,T12,T12-30-2017,base,26,1,0,2,0,0.01,71.6,79,1.333333333,0.023,0.024,6.9216,0.0004
09/08/2017,32,2017,T12,T12-32-2017,base,184,15,4,8,0,0,66.9,71.6,0.5,0.025,0.04,3.5348,0.000055
25/08/2017,34,2017,T12,T12-34-2017,base,,,,,0.2,0,67,66.9,,,,,
07/09/2017,36,2017,T12,T12-36-2017,base,,,,,0,0.2,54.9,67,,,,,
21/09/2017,38,2017,T12,T12-38-2017,base,,,,,0,0,65.3,54.9,,,,,
09/10/2017,41,2017,T12,T12-41-2017,base,161,7,0,126,0,0,60.6,65.3,0.5,0.028,0.03,7.6465,0.079285255
19/10/2017,42,2017,T12,T12-42-2017,base,85,3,0,52,0,0,56.3,60.6,1.666666667,0.027,0.03,7.9888,0.025994822
06/11/2017,45,2017,T12,T12-45-2017,base,63,3,0,169,0,0,32.6,56.3,1.666666667,0.022,0.031,7.1564,0.001318052
15/11/2017,46,2017,T12,T12-46-2017,base,36,1,0,42,0,0,44.8,32.6,2.666666667,0.028,0.03,7.965,0.000564
28/11/2017,48,2017,T12,T12-48-2017,base,24,1,0,40,0,0,48.7,44.8,,,,,
05/12/2017,49,2017,T12,T12-49-2017,base,18,0,0,9,0,0,40.8,48.7,,,,,
12/12/2017,50,2017,T12,T12-50-2017,base,9,1,0,5,0,0,26.7,40.8,,,,,
19/12/2017,51,2017,T12,T12-51-2017,base,240,86,0,290,0,0,35.5,26.7,,,,,
17/05/2017,20,2017,SW12,SW12-20-2017,base,80,,2,,1.43,0,72.3,35.5,22.66666667,0.005,0.212,4.7554,0.007764042
31/05/2017,22,2017,SW12,SW12-22-2017,base,16,0,0,5,0,1.43,58.9,72.3,126,0.008,0.159,15.025,0.035540271
14/06/2017,24,2017,SW12,SW12-24-2017,base,310,23,19.33,200,0.27,0,76.6,58.9,32.33333333,0.154,0.411,7.2377,0.009507289
29/06/2017,26,2017,SW12,SW12-26-2017,base,154,8.33,1.33,95,0.07,0.27,74.8,76.6,10.66666667,0.003,0.028,5.3849,0.009507289
12/07/2017,28,2017,SW12,SW12-28-2017,base,204,19.33,3,82,0.01,0.07,79,74.8,6.333333333,0.002,0.019,6.8603,0.009507289
28/07/2017,30,2017,SW12,SW12-30-2017,base,,292,88,1760,0,0.01,71.6,79,13.33333333,0.034,0.057,8.0278,0.009507289
09/08/2017,32,2017,SW12,SW12-32-2017,base,23900,210,40,240,0,0,66.9,71.6,,,,,
25/08/2017,34,2017,SW12,SW12-34-2017,base,7600,160,10,4440,0.2,0,67,66.9,,,,,
07/09/2017,36,2017,SW12,SW12-36-2017,base,,,,,0,0.2,54.9,67,,,,,
21/09/2017,38,2017,SW12,SW12-38-2017,base,,,,,0,0,65.3,54.9,,,,,
09/10/2017,41,2017,SW12,SW12-41-2017,base,740,3,1,360,0,0,60.6,65.3,24.5,0.028,0.162,4.2489,0.154556006
19/10/2017,42,2017,SW12,SW12-42-2017,base,181,7,1,140,0,0,56.3,60.6,0.5,0.035,0.055,4.8399,0.01
06/11/2017,45,2017,SW12,SW12-45-2017,base,85,1,0,940,0,0,32.6,56.3,2,0.023,0.162,9.3253,0.009728444
15/11/2017,46,2017,SW12,SW12-46-2017,base,133,0,0,450,0,0,44.8,32.6,1,0.044,0.059,7.1228,0.006233979
28/11/2017,48,2017,SW12,SW12-48-2017,base,34,0,0,93,0,0,48.7,44.8,,,,,
05/12/2017,49,2017,SW12,SW12-49-2017,base,98,0,0,84,0,0,40.8,48.7,,,,,
12/12/2017,50,2017,SW12,SW12-50-2017,base,8,0,0,11,0,0,26.7,40.8,,,,,
19/12/2017,51,2017,SW12,SW12-51-2017,base,18,0,0,16,0,0,35.5,26.7,,,,,
17/05/2017,20,2017,T8,T8-20-2017,base,80,,28,,1.43,0,72.3,35.5,6,0.001,0.013,31.391,0.126054222
31/05/2017,22,2017,T8,T8-22-2017,base,6,0,0,5,0,1.43,58.9,72.3,5.666666667,0.005,0.019,33.573,0.130859722
14/06/2017,24,2017,T8,T8-24-2017,base,51,26,0,24,0.27,0,76.6,58.9,0.5,0.014,0.02,33.093,0.323860277
29/06/2017,26,2017,T8,T8-26-2017,base,78,5,5.67,91,0.07,0.27,74.8,76.6,10.66666667,0.004,0.017,24.547,0.067266013
12/07/2017,28,2017,T8,T8-28-2017,base,30,6.33,0.33,12,0.01,0.07,79,74.8,11,0.001,0.018,21.235,0.030363889
28/07/2017,30,2017,T8,T8-30-2017,base,278,38,1,220,0,0.01,71.6,79,8,0.001,0.026,20.279,0.0144
09/08/2017,32,2017,T8,T8-32-2017,base,32,1,0,36,0,0,66.9,71.6,23,0.003,0.031,16.303,0.006833333
25/08/2017,34,2017,T8,T8-34-2017,base,278,61,5,236,0.2,0,67,66.9,5.333333333,0.124,0.18,12.699,0.0062
07/09/2017,36,2017,T8,T8-36-2017,base,56,1,0,30,0,0.2,54.9,67,5.333333333,0.057,0.088,19.65,0.003234911
21/09/2017,38,2017,T8,T8-38-2017,base,890,168,6,1890,0,0,65.3,54.9,0.5,0.436,0.447,18.353,0.0006
09/10/2017,41,2017,T8,T8-41-2017,base,80,24,5,77,0,0,60.6,65.3,60,0.203,0.432,14.027,0.151130556
19/10/2017,42,2017,T8,T8-42-2017,base,31,13,9,37,0,0,56.3,60.6,17.33333333,0.002,0.068,16.248,0.024351111
06/11/2017,45,2017,T8,T8-45-2017,base,620,19,22,145,0,0,32.6,56.3,10.33333333,0.001,0.013,16.962,0.022947515
15/11/2017,46,2017,T8,T8-46-2017,base,155,17,8,74,0,0,44.8,32.6,80.66666667,0.004,0.085,16.528,0.00975
28/11/2017,48,2017,T8,T8-48-2017,base,60,24,19,72,0,0,48.7,44.8,,,,,
05/12/2017,49,2017,T8,T8-49-2017,base,18,7,2,21,0,0,40.8,48.7,,,,,
12/12/2017,50,2017,T8,T8-50-2017,base,10,1,4,14,0,0,26.7,40.8,,,,,
19/12/2017,51,2017,T8,T8-51-2017,base,36,3,24,26,0,0,35.5,26.7,,,,,
17/05/2017,20,2017,S11,S11-20-2017,base,80,,38.67,,1.43,0,72.3,35.5,22,0.001,0.04,36.806,0.074925794
31/05/2017,22,2017,S11,S11-22-2017,base,37,9,0,48,0,1.43,58.9,72.3,809,0.021,0.587,36.797,0.095245397
14/06/2017,24,2017,S11,S11-24-2017,base,1800,67,68.33,200,0.27,0,76.6,58.9,49.33333333,0.022,0.088,31.646,0.047855556
29/06/2017,26,2017,S11,S11-26-2017,base,326,47.33,7.67,196,0.07,0.27,74.8,76.6,8,0.001,0.01,24.875,0.033144444
12/07/2017,28,2017,S11,S11-28-2017,base,1000,67,67,400,0.01,0.07,79,74.8,9,0.002,0.029,24.809,0.0168
28/07/2017,30,2017,S11,S11-30-2017,base,1310,92,18,560,0,0.01,71.6,79,10.33333333,0.001,0.032,19.731,0.006
09/08/2017,32,2017,S11,S11-32-2017,base,,,,,0,0,66.9,71.6,,,,,
25/08/2017,34,2017,S11,S11-34-2017,base,,,,,0.2,0,67,66.9,,,,,
07/09/2017,36,2017,S11,S11-36-2017,base,,,,,0,0.2,54.9,67,,,,,
21/09/2017,38,2017,S11,S11-38-2017,base,,,,,0,0,65.3,54.9,,,,,
09/10/2017,41,2017,S11,S11-41-2017,base,540,23,4,169,0,0,60.6,65.3,50,0.004,0.205,13.023,0.063933333
19/10/2017,42,2017,S11,S11-42-2017,base,165,15,6,109,0,0,56.3,60.6,33,0.001,0.056,16.44,0.0082
06/11/2017,45,2017,S11,S11-45-2017,base,440,7,2,94,0,0,32.6,56.3,55.2,0.002,0.095,19.055,0.013933333
15/11/2017,46,2017,S11,S11-46-2017,base,102,25,13,23,0,0,44.8,32.6,414.5454545,0.004,0.215,19.309,0.011
28/11/2017,48,2017,S11,S11-48-2017,base,100,44,11,12,0,0,48.7,44.8,,,,,
05/12/2017,49,2017,S11,S11-49-2017,base,51,11,6,14,0,0,40.8,48.7,,,,,
12/12/2017,50,2017,S11,S11-50-2017,base,6,3,1,3,0,0,26.7,40.8,,,,,
19/12/2017,51,2017,S11,S11-51-2017,base,337,39,5,1010,0,0,35.5,26.7,,,,,
